campaign_id,campaign_objective,platform,ad_placement,device_type,operating_system,creative_format,creative_size,ad_copy_length,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,quarter,day_of_week,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,avg_session_duration_seconds,pages_per_session,industry_vertical,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit,start_month,start_year,start_day,is_weekend,is_peak_hour,revenue_per_click,profit_per_impression,spend_per_impression,click_to_conversion,ctr_quality_ratio,session_quality_score,engagement_score,high_performer,roas_tier
CAMP_02333,Conversions,Twitter,Stories,Mobile,Android,Story,300x250,Short,True,Joy,75,35-44,Female,Business Professionals,<$50K,Low,False,2025-03-23,1,Sunday,5,89,6,2.73,5000,97,0,264.81,0.0,62.66,78,2.11,E-commerce,High,1.94,2.73,0.0,0.0,0.0,-264.81,3,2025,23,1,0,0.0,-0.05295140971805639,0.05295140971805639,0.0,0.27714285714285714,2.743,0.1809845288326301,0,Low
CAMP_02334,Conversions,Instagram,Display Network,Tablet,Windows,Video,300x250,Medium,True,Neutral,86,35-44,Female,Gamers,<$50K,Medium,False,2024-03-30,1,Saturday,3,11,5,1.6,92266,1270,48,2032.0,8935.7,32.61,98,2.88,Education,Low,1.376,1.6,3.78,42.33,4.4,6903.7,3,2024,30,1,0,7.030448465774981,0.07482306783573758,0.022023041824270867,0.03776553894571204,0.2293333333333333,4.704,0.1845104541659126,0,Medium
CAMP_02335,Brand Awareness,Facebook,Sidebar,Mobile,Windows,Video,320x50,Medium,True,Urgency,51,35-44,Female,Tech Enthusiasts,<$50K,Medium,False,2025-08-25,3,Monday,12,68,7,0.67,138124,2757,9,1847.19,1461.26,73.76,51,2.56,E-commerce,Medium,1.996,0.67,0.326,205.24,0.79,-385.93,8,2025,25,0,0,0.5298259608411893,-0.0027940633484162896,0.013373321266968326,0.0032632342277012327,0.2495,2.176,0.2095695689171626,0,Low
CAMP_02336,Lead Generation,Google Ads,Sidebar,Tablet,iOS,Image,728x90,Medium,False,Curiosity,46,35-44,Female,Business Professionals,$50K-$100K,High,False,2025-09-02,3,Tuesday,0,78,4,5.25,500000,3566,100,18721.5,13970.34,13.3,134,6.55,E-commerce,Medium,0.713,5.25,2.804,187.22,0.75,-4751.16,9,2025,2,0,0,3.916551724137931,-0.009502300995398009,0.037442925114149775,0.02803476310625175,0.1426,14.628333333333334,0.12390096627156785,0,Low
CAMP_02337,Lead Generation,Google Ads,In-Stream Video,Mobile,macOS,Video,1200x628,Short,True,Joy,9,35-44,All,Students,$100K-$200K,Low,False,2024-06-01,2,Saturday,19,71,6,4.65,22163,594,6,2762.1,2879.37,84.95,30,2.46,Education,Medium,2.68,4.65,1.01,460.35,1.04,117.27,6,2024,1,1,1,4.83927731092437,0.00529101245262588,0.12462100703844071,0.010084033613445379,0.3828571428571429,1.23,0.22163263643665848,0,Low
CAMP_02338,Lead Generation,Facebook,Feed,Mobile,iOS,Video,1080x1080,Short,False,Trust,7,45-54,Male,Students,$50K-$100K,Medium,False,2025-07-18,3,Friday,3,70,5,1.91,468075,10471,60,19999.61,20222.43,62.22,21,2.83,E-commerce,Medium,2.237,1.91,0.573,333.33,1.01,222.82,7,2025,18,0,0,1.9310953017570665,0.00047603380647587144,0.04272727078508618,0.005729564553093965,0.37283333333333335,0.9904999999999999,0.17733131666061996,0,Low
CAMP_02339,Brand Awareness,TikTok,In-Stream Video,Mobile,Android,Text,1080x1080,Short,True,Trust,4,18-24,All,Students,$50K-$100K,Medium,False,2024-05-01,2,Wednesday,3,70,8,0.95,55197,1217,3,1156.15,621.58,66.89,49,3.19,SaaS,Medium,2.205,0.95,0.247,385.38,0.54,-534.57,5,2024,1,0,0,0.510328407224959,-0.009684590021377587,0.020945505271930145,0.0024630541871921183,0.245,2.6051666666666664,0.23867789380272997,0,Low
CAMP_02340,Lead Generation,Google Ads,In-Stream Video,Desktop,Android,Text,320x50,Short,True,Curiosity,35,45-54,Male,Business Professionals,$50K-$100K,High,True,2024-03-30,1,Saturday,17,23,5,8.81,91572,1351,337,11902.31,104901.82,29.85,60,6.97,E-commerce,Medium,1.475,8.81,24.944,35.32,8.81,92999.51,3,2024,30,1,0,77.59010355029586,1.0155778449979798,0.12997619385626766,0.2492603550295858,0.24583333333333335,6.97,0.4440479211591874,0,High
CAMP_02341,Conversions,LinkedIn,Stories,Tablet,macOS,Interactive,728x90,Short,True,Urgency,12,18-24,All,Business Professionals,$100K-$200K,Medium,True,2024-08-07,3,Wednesday,18,81,5,6.8,19347,735,23,4998.0,24896.53,36.75,61,3.46,Finance,Low,3.799,6.8,3.129,217.3,4.98,19898.53,8,2024,7,0,0,33.82680706521739,1.0284541037833368,0.2583212735166425,0.03125,0.6331666666666667,3.5176666666666665,0.26894915877176195,1,Medium
CAMP_02342,Brand Awareness,Facebook,Stories,Mobile,macOS,Image,1920x1080,Short,False,Fear,16,45-54,Female,Tech Enthusiasts,<$50K,Medium,False,2025-10-18,4,Saturday,20,12,5,0.63,161813,1920,7,1209.6,3860.51,81.14,62,3.02,Healthcare,High,1.187,0.63,0.365,172.8,3.19,2650.91,10,2025,18,1,1,2.0096356064549714,0.016382451456610676,0.007475249360376728,0.003643935450286309,0.19783333333333333,3.120666666666667,0.1358566249805539,0,Medium
CAMP_02343,Brand Awareness,Facebook,Stories,Desktop,macOS,Image,1200x628,Medium,True,Joy,50,45-54,Female,Health & Fitness,$50K-$100K,Low,False,2024-10-21,4,Monday,6,71,7,2.65,27289,534,6,1415.1,842.61,66.55,112,3.17,Gaming,Low,1.957,2.65,1.124,235.85,0.6,-572.49,10,2024,21,0,0,1.5749719626168224,-0.020978013924514476,0.05185415903261267,0.011214953271028037,0.244625,5.917333333333334,0.21758657554889985,0,Low
CAMP_02344,Lead Generation,LinkedIn,Search,Desktop,Windows,Carousel,320x50,Medium,True,Joy,54,25-34,All,Shoppers,>$200K,High,False,2024-05-31,2,Friday,5,50,5,6.21,150323,1868,207,11600.28,75123.23,30.59,183,2.98,Gaming,Medium,1.243,6.21,11.081,56.04,6.48,63522.95,5,2024,31,0,0,40.19434456928839,0.42257357441260207,0.07716851600542828,0.11075441412520064,0.2071666666666667,9.088999999999999,0.2679255048170074,0,Medium
CAMP_02345,Engagement,Facebook,Feed,Mobile,Windows,Video,1080x1080,Short,True,Joy,77,25-34,All,Health & Fitness,$50K-$100K,High,True,2024-12-14,4,Saturday,5,53,4,2.09,37948,372,13,777.48,10944.48,29.46,161,5.32,Finance,High,0.98,2.09,3.495,59.81,14.08,10167.0,12,2024,14,1,0,29.341769436997318,0.2679121979498801,0.02048749637671612,0.03485254691689008,0.196,14.275333333333332,0.14780316922402872,0,High
CAMP_02346,Conversions,TikTok,Feed,Mobile,iOS,Text,728x90,Short,True,Fear,71,18-24,Male,Gamers,$100K-$200K,Medium,False,2024-12-24,4,Tuesday,22,19,4,0.69,19483,221,4,152.49,3487.52,59.98,73,1.95,Finance,Medium,1.134,0.69,1.81,38.12,22.87,3335.03,12,2024,24,0,0,15.70954954954955,0.1711676247177171,0.007826421679326628,0.018018018018018018,0.22679999999999997,2.3724999999999996,0.13703890439093913,0,High
CAMP_02347,Conversions,Google Ads,Feed,Desktop,Android,Video,728x90,Short,True,Fear,61,25-34,Female,Business Professionals,<$50K,High,True,2024-07-21,3,Sunday,13,42,3,5.0,7585,191,47,955.0,10684.82,27.07,125,6.11,E-commerce,Medium,2.518,5.0,24.607,20.32,11.19,9729.82,7,2024,21,1,0,55.650104166666665,1.2826021618771422,0.12588979699446348,0.24479166666666666,0.6295,12.729166666666668,0.43614388265083615,1,High
CAMP_02348,Lead Generation,TikTok,Stories,Desktop,macOS,Carousel,1080x1080,Short,True,Urgency,10,35-44,Female,Shoppers,$50K-$100K,Low,True,2024-05-24,2,Friday,3,69,7,1.38,49095,1928,37,2660.64,6803.91,80.3,10,1.79,SaaS,Medium,3.927,1.38,1.919,71.91,2.56,4143.27,5,2024,24,0,0,3.5271695178849143,0.08439119276519473,0.05419260224865569,0.01918092275790565,0.490875,0.29833333333333334,0.3027411347189066,0,Medium
CAMP_02349,Conversions,Google Ads,Feed,Mobile,Android,Carousel,300x250,Short,False,Trust,37,25-34,Female,Business Professionals,$50K-$100K,High,False,2025-06-05,2,Thursday,18,61,5,2.33,224325,6317,211,14718.61,87679.53,38.11,68,5.01,Education,High,2.816,2.33,3.34,69.76,5.96,72960.92,6,2025,5,0,0,13.877735042735043,0.325245045157494,0.06561259060474488,0.03339664450775562,0.4693333333333333,5.678,0.23455426114157546,1,Medium
CAMP_02350,Brand Awareness,Google Ads,Display Network,Desktop,iOS,Image,1200x628,Short,True,Joy,39,25-34,Male,Business Professionals,$100K-$200K,High,False,2025-07-04,3,Friday,8,38,9,2.51,6684,269,20,675.19,20013.53,23.72,201,6.31,Finance,Medium,4.025,2.51,7.435,33.76,29.64,19338.34,7,2025,4,0,1,74.12418518518518,2.8927958115183245,0.10100074794315633,0.07407407407407407,0.4025,21.1385,0.4282134014546124,1,High
CAMP_02351,Conversions,LinkedIn,Feed,Mobile,iOS,Carousel,300x250,Medium,True,Trust,30,35-44,Female,Gamers,<$50K,High,False,2026-01-26,1,Monday,8,51,5,8.89,5545,114,4,1013.46,2279.92,35.84,162,3.67,Healthcare,Low,2.056,8.89,3.509,253.36,2.25,1266.46,1,2026,26,0,1,19.82539130434783,0.22835557158312297,0.1827371078254598,0.034782608695652174,0.3426666666666667,9.909,0.20619882567827602,0,Medium
CAMP_02352,App Installs,Twitter,In-Stream Video,Mobile,Android,Video,728x90,Long,True,Trust,46,35-44,Male,Tech Enthusiasts,$50K-$100K,Medium,False,2024-01-18,1,Thursday,7,84,6,1.43,19516,290,1,414.7,217.0,65.9,111,1.95,Gaming,High,1.486,1.43,0.345,414.7,0.52,-197.7,1,2024,18,0,0,0.7457044673539519,-0.010129630578470052,0.0212481426448737,0.003436426116838488,0.21228571428571427,3.6075,0.16809744339413796,0,Low
CAMP_02353,Conversions,Google Ads,In-Stream Video,Mobile,iOS,Image,1080x1080,Medium,True,Urgency,76,18-24,Male,Students,$50K-$100K,Medium,False,2025-11-03,4,Monday,4,60,6,7.58,13103,225,4,1705.5,948.65,50.82,152,1.53,Education,Low,1.717,7.58,1.778,426.38,0.56,-756.85,11,2025,3,0,0,4.1975663716814156,-0.057757173382173385,0.1301510989010989,0.017699115044247787,0.2452857142857143,3.876,0.19408201228445843,0,Low
CAMP_02354,App Installs,Facebook,In-Stream Video,Desktop,Android,Carousel,728x90,Short,False,Urgency,47,25-34,Male,Business Professionals,$100K-$200K,High,False,2025-02-19,1,Wednesday,6,9,6,0.86,97937,2671,102,2297.06,84768.29,35.85,101,3.92,Healthcare,Low,2.727,0.86,3.819,22.52,36.9,82471.23,2,2025,19,0,0,31.724659431137724,0.8420759051644918,0.023454226143070106,0.03817365269461078,0.38957142857142857,6.5986666666666665,0.27184327952035137,1,High
CAMP_02355,Conversions,Facebook,Search,Desktop,Android,Carousel,1080x1080,Medium,True,Joy,65,55-64,Female,Students,$100K-$200K,High,False,2024-03-14,1,Thursday,23,48,5,1.84,158751,1918,137,3529.12,23274.85,31.56,160,4.75,E-commerce,Medium,1.208,1.84,7.143,25.76,6.6,19745.73,3,2024,14,0,0,12.12863470557582,0.1243809841765773,0.022230397097359404,0.07139134966128191,0.20133333333333334,12.666666666666666,0.21938964186771565,0,Medium
CAMP_02356,Brand Awareness,Google Ads,Feed,Mobile,Android,Story,1080x1080,Medium,True,Urgency,23,35-44,All,Gamers,$100K-$200K,High,False,2025-07-03,3,Thursday,0,72,5,7.18,137648,2201,40,15803.18,26232.29,32.68,141,3.36,Finance,Medium,1.599,7.18,1.817,395.08,1.66,10429.11,7,2025,3,0,0,11.912938237965486,0.07576596996709022,0.11480780826595181,0.018165304268846504,0.2665,7.896,0.16829824467263138,0,Medium
CAMP_02357,App Installs,TikTok,Stories,Mobile,iOS,Video,300x250,Long,False,Trust,25,55-64,All,Gamers,>$200K,High,False,2025-07-27,3,Sunday,3,90,7,0.5,70832,820,3,410.0,2105.32,34.55,48,3.95,Finance,Medium,1.158,0.5,0.366,136.67,5.13,1695.32,7,2025,27,1,0,2.564336175395859,0.02393404204255079,0.005788262533000155,0.0036540803897685747,0.14475,3.16,0.18000802769414867,0,Medium
CAMP_02358,Brand Awareness,TikTok,Feed,Desktop,macOS,Image,728x90,Short,True,Urgency,16,25-34,Male,Health & Fitness,$50K-$100K,Medium,False,2025-09-04,3,Thursday,9,24,4,1.77,22568,486,15,860.22,6602.01,46.81,102,3.59,Finance,Low,2.153,1.77,3.086,57.35,7.67,5741.79,9,2025,4,0,1,13.556488706365503,0.2544104745447295,0.03811511365146883,0.030800821355236138,0.4306,6.103,0.1848086501197938,1,Medium
CAMP_02359,Lead Generation,Google Ads,Sidebar,Mobile,Windows,Interactive,300x250,Medium,True,Urgency,77,18-24,All,Tech Enthusiasts,$50K-$100K,Low,False,2026-01-25,1,Sunday,13,16,4,5.26,17153,233,7,1225.58,1690.72,59.79,109,2.98,E-commerce,Low,1.358,5.26,3.004,175.08,1.38,465.14,1,2026,25,1,0,7.225299145299146,0.027115541564649643,0.07144572694415297,0.029914529914529916,0.2716,5.413666666666667,0.1510532047751279,0,Medium
CAMP_02360,Brand Awareness,Facebook,Feed,Mobile,Windows,Image,320x50,Short,False,Trust,35,45-54,All,Gamers,$50K-$100K,Low,False,2025-03-31,1,Monday,14,60,5,2.3,43412,584,2,1343.2,1253.94,80.85,94,2.71,Healthcare,Medium,1.345,2.3,0.342,671.6,0.93,-89.26,3,2025,31,0,0,2.1434871794871797,-0.002056066155299104,0.03094004100154332,0.003418803418803419,0.22416666666666665,4.245666666666667,0.1406530649559284,0,Low
CAMP_02361,Brand Awareness,TikTok,Search,Tablet,Windows,Text,300x250,Medium,True,Neutral,64,18-24,All,Business Professionals,$100K-$200K,High,False,2025-05-14,2,Wednesday,23,2,5,1.53,22672,199,1,304.47,696.83,33.59,81,5.08,SaaS,Medium,0.878,1.53,0.503,304.47,2.29,392.36,5,2025,14,0,0,3.48415,0.01730516473338332,0.01342874784986548,0.005,0.14633333333333334,6.8580000000000005,0.12540906545467245,0,Medium
CAMP_02362,Lead Generation,Facebook,Display Network,Mobile,Android,Image,1080x1080,Short,True,Curiosity,57,55-64,Female,Tech Enthusiasts,<$50K,Medium,False,2024-03-11,1,Monday,23,25,7,1.13,5000,83,2,93.79,710.12,46.67,94,2.3,Education,Medium,1.66,1.13,2.41,46.9,7.57,616.33,3,2024,11,0,0,8.453809523809523,0.12324135172965407,0.018754249150169967,0.023809523809523808,0.2075,3.603333333333333,0.22460075532015297,0,Medium
CAMP_02363,Lead Generation,LinkedIn,In-Stream Video,Desktop,macOS,Carousel,320x50,Short,False,Neutral,73,25-34,Male,Tech Enthusiasts,<$50K,High,False,2025-10-25,4,Saturday,11,56,2,6.22,500000,3215,803,19997.3,113972.48,21.47,127,5.89,E-commerce,Medium,0.643,6.22,24.977,24.9,5.7,93975.18,10,2025,25,1,0,35.4392039800995,0.18794998410003178,0.039994520010959975,0.24968905472636815,0.21433333333333335,12.467166666666666,0.34490589668782573,0,Medium
CAMP_02364,Lead Generation,Google Ads,Display Network,Desktop,macOS,Text,1080x1080,Long,True,Neutral,76,35-44,Female,Shoppers,<$50K,High,True,2025-09-14,3,Sunday,22,24,5,4.13,19083,166,41,685.58,5477.68,21.29,113,5.63,Gaming,Low,0.87,4.13,24.699,16.72,7.99,4792.1,9,2025,14,1,0,32.80047904191617,0.25110563823097887,0.03592433452106477,0.24550898203592814,0.145,10.603166666666667,0.4177966892873646,0,High
CAMP_02365,Conversions,LinkedIn,Search,Desktop,iOS,Text,728x90,Medium,True,Joy,49,45-54,Male,Business Professionals,$50K-$100K,High,False,2025-07-25,3,Friday,4,59,8,7.55,65114,1576,394,11898.8,87488.86,22.77,115,4.5,Education,Medium,2.42,7.55,25.0,30.2,7.35,75590.06,7,2025,25,0,0,55.478034242232084,1.160870152806573,0.18273516086923136,0.24984147114774888,0.2688888888888889,8.625,0.5466734435823215,1,Medium
CAMP_02366,Brand Awareness,Google Ads,Stories,Desktop,iOS,Text,1080x1080,Long,False,Neutral,35,25-34,Female,Students,<$50K,Medium,False,2024-11-24,4,Sunday,12,51,5,6.15,18245,154,1,947.1,524.14,45.67,97,2.01,Finance,Low,0.844,6.15,0.649,947.1,0.55,-422.96,11,2024,24,1,0,3.381548387096774,-0.023180971171763674,0.051907267346267674,0.0064516129032258064,0.14066666666666666,3.2495,0.12515578708016242,0,Low
CAMP_02367,Brand Awareness,Twitter,Search,Mobile,Windows,Video,1200x628,Medium,False,Joy,57,25-34,Female,Health & Fitness,<$50K,Low,False,2024-01-07,1,Sunday,15,47,6,1.7,63360,1895,6,3221.5,2294.6,62.88,124,2.0,Healthcare,Medium,2.991,1.7,0.317,536.92,0.71,-926.9,1,2024,7,1,0,1.2102320675105485,-0.014628872650368522,0.05084357885765692,0.0031645569620253164,0.4272857142857143,4.133333333333334,0.22499132283835005,0,Low
CAMP_02368,Conversions,Facebook,Feed,Mobile,iOS,Image,1920x1080,Medium,True,Curiosity,55,25-34,Male,Shoppers,$100K-$200K,Medium,False,2024-09-04,3,Wednesday,1,60,6,0.55,120019,1850,29,1017.5,17717.66,58.18,95,1.98,Healthcare,Medium,1.541,0.55,1.568,35.09,17.41,16700.16,9,2024,4,0,0,9.571939492166397,0.13914480919846692,0.00847775370771538,0.015667206915180983,0.22014285714285714,3.135,0.19179412568638637,0,High
CAMP_02369,Lead Generation,Google Ads,In-Stream Video,Desktop,macOS,Video,1920x1080,Medium,True,Trust,68,35-44,Female,Tech Enthusiasts,$50K-$100K,Low,False,2024-12-04,4,Wednesday,17,28,4,7.55,18481,289,19,2181.95,5065.66,59.6,60,1.56,Healthcare,Low,1.564,7.55,6.574,114.84,2.32,2883.71,12,2024,4,0,0,17.467793103448276,0.156028027269776,0.11805811059409153,0.06551724137931035,0.3128,1.56,0.20210178888753233,0,Medium
CAMP_02370,Conversions,Twitter,Stories,Mobile,Windows,Video,1920x1080,Medium,True,Curiosity,5,25-34,Male,Gamers,>$200K,Medium,True,2024-04-29,2,Monday,11,57,8,2.47,5000,319,10,787.93,12572.06,52.69,29,3.36,SaaS,Low,6.38,2.47,3.135,78.79,15.96,11784.13,4,2024,29,0,0,39.2876875,2.356354729054189,0.15755448910217956,0.03125,0.7088888888888889,1.6239999999999999,0.4382069478567138,1,High
CAMP_02371,Conversions,Google Ads,Feed,Mobile,Android,Image,1080x1080,Medium,True,Neutral,89,35-44,All,Business Professionals,$50K-$100K,Low,False,2024-01-12,1,Friday,0,89,4,2.02,16565,139,1,280.78,547.75,78.81,59,2.3,Healthcare,Low,0.839,2.02,0.719,280.78,1.95,266.97,1,2024,12,0,0,3.9125,0.01611553784860558,0.016949173004949896,0.007142857142857143,0.1678,2.2616666666666663,0.1041582861457389,0,Medium
CAMP_02372,Conversions,Facebook,In-Stream Video,Mobile,Android,Story,1920x1080,Short,True,Curiosity,28,25-34,All,Tech Enthusiasts,$50K-$100K,High,False,2024-09-21,3,Saturday,23,67,6,2.68,46298,388,4,1039.84,1022.41,33.85,88,4.49,SaaS,High,0.838,2.68,1.031,259.96,0.98,-17.43,9,2024,21,1,0,2.6283033419023134,-0.00037646601438475993,0.022459232380828958,0.010282776349614395,0.1197142857142857,6.585333333333333,0.15191064386067146,0,Low
CAMP_02373,Conversions,Facebook,Stories,Tablet,Windows,Image,1080x1080,Short,True,Curiosity,46,45-54,Female,Shoppers,$100K-$200K,Medium,False,2025-05-20,2,Tuesday,5,68,7,0.78,195787,2019,77,1574.82,54804.23,33.93,194,2.28,Healthcare,High,1.031,0.78,3.814,20.45,34.8,53229.41,5,2025,20,0,0,27.130806930693073,0.27187268882669013,0.008043496026314175,0.03811881188118812,0.128875,7.372,0.22873854639315405,0,High
CAMP_02374,Lead Generation,Google Ads,Display Network,Mobile,iOS,Text,728x90,Short,False,Joy,16,35-44,Female,Students,$50K-$100K,Medium,False,2024-10-19,4,Saturday,19,34,4,3.47,43216,162,0,562.14,0.0,60.14,62,2.52,Finance,Low,0.375,3.47,0.0,0.0,0.0,-562.14,10,2024,19,1,1,0.0,-0.013007381354559549,0.013007381354559549,0.0,0.075,2.604,0.07710970464135021,0,Low
CAMP_02375,Conversions,Twitter,Display Network,Tablet,macOS,Interactive,1200x628,Short,True,Curiosity,84,18-24,Male,Shoppers,$50K-$100K,Medium,True,2024-05-30,2,Thursday,18,29,4,1.69,5000,78,3,131.82,1499.89,37.64,149,3.63,Healthcare,Low,1.56,1.69,3.846,43.94,11.38,1368.07,5,2024,30,0,0,18.985949367088608,0.2735592881423715,0.02635872825434913,0.0379746835443038,0.312,9.0145,0.1729323387476502,0,High
CAMP_02376,Lead Generation,TikTok,Display Network,Desktop,iOS,Video,728x90,Medium,True,Joy,7,18-24,Female,Business Professionals,$50K-$100K,Medium,False,2024-11-16,4,Saturday,21,2,6,0.54,31025,2482,121,1340.28,22425.42,45.59,191,3.07,Gaming,Medium,8.0,0.54,4.875,11.08,16.73,21085.14,11,2024,16,1,1,9.03158276278695,0.6795958228582479,0.04319860761941597,0.048731373338703185,1.1428571428571428,9.772833333333333,0.47647751784207765,1,High
CAMP_02377,Lead Generation,Google Ads,Feed,Desktop,Other,Video,1920x1080,Medium,True,Urgency,37,18-24,Male,Business Professionals,$100K-$200K,High,False,2024-06-22,2,Saturday,17,35,5,2.76,296110,7309,999,20172.84,620096.94,24.35,173,6.04,SaaS,High,2.468,2.76,13.668,20.19,30.74,599924.1,6,2024,22,1,0,84.82858276333789,2.026010854037844,0.06812593925926426,0.13666210670314638,0.41133333333333333,17.415333333333333,0.3554453975558655,1,High
CAMP_02378,Conversions,TikTok,Feed,Mobile,iOS,Video,1080x1080,Short,True,Urgency,17,18-24,All,Tech Enthusiasts,$100K-$200K,Medium,False,2024-11-05,4,Tuesday,6,12,5,1.27,174188,6911,224,8776.97,117830.72,43.93,75,3.08,Healthcare,Medium,3.968,1.27,3.241,39.18,13.42,109053.75,11,2024,5,0,0,17.047268518518518,0.6260656528253793,0.05038762493613259,0.032407407407407406,0.6613333333333333,3.85,0.2801748655154569,1,High
CAMP_02379,Lead Generation,Facebook,In-Stream Video,Mobile,Windows,Image,1080x1080,Medium,True,Urgency,17,18-24,All,Business Professionals,<$50K,Medium,False,2025-01-23,1,Thursday,11,79,7,1.84,60059,1480,18,2723.2,1661.32,59.95,77,3.05,E-commerce,High,2.464,1.84,1.216,151.29,0.61,-1061.88,1,2025,23,0,0,1.121755570560432,-0.017680319680319682,0.04534132534132534,0.012153950033760972,0.308,3.9141666666666666,0.23794784435375846,0,Low
CAMP_02380,Conversions,Twitter,In-Stream Video,Desktop,iOS,Video,1920x1080,Short,True,Trust,27,25-34,All,Tech Enthusiasts,$100K-$200K,Medium,False,2024-05-09,2,Thursday,5,34,5,2.21,8235,350,14,773.5,2754.14,49.42,131,3.3,E-commerce,Medium,4.25,2.21,4.0,55.25,3.56,1980.64,5,2024,9,0,0,7.846552706552706,0.24048567265662946,0.09391694997571637,0.039886039886039885,0.7083333333333334,7.204999999999999,0.2959449378489296,1,Medium
CAMP_02381,Conversions,Facebook,Stories,Mobile,Android,Carousel,300x250,Medium,False,Urgency,21,45-54,Female,Students,$50K-$100K,High,False,2024-01-22,1,Monday,14,78,5,3.98,238659,2479,36,9866.42,4322.09,35.62,158,4.27,E-commerce,Medium,1.039,3.98,1.452,274.07,0.44,-5544.33,1,2024,22,0,0,1.7427782258064517,-0.023231081873795356,0.041340903377189306,0.014516129032258065,0.17316666666666666,11.244333333333332,0.14215170364443935,0,Low
CAMP_02382,App Installs,LinkedIn,Stories,Desktop,Windows,Video,728x90,Medium,False,Urgency,34,35-44,Female,Health & Fitness,<$50K,Low,False,2025-10-14,4,Tuesday,13,14,7,10.78,5000,297,9,3201.66,1285.3,75.84,10,3.63,Gaming,Low,5.94,10.78,3.03,355.74,0.4,-1916.36,10,2025,14,0,0,4.313087248322147,-0.3831953609278144,0.6402039592081583,0.030201342281879196,0.7425,0.605,0.39162965514793047,0,Low
CAMP_02383,App Installs,Facebook,Feed,Mobile,iOS,Video,300x250,Medium,False,Trust,58,18-24,All,Shoppers,$50K-$100K,Low,False,2025-06-08,2,Sunday,23,15,5,1.14,10533,171,1,194.94,628.92,75.88,114,2.58,Healthcare,Medium,1.623,1.14,0.585,194.94,3.23,433.98,6,2025,8,1,0,3.6565116279069767,0.04119802544142776,0.018505790772735904,0.005813953488372093,0.2705,4.902,0.15507000399745663,0,Medium
CAMP_02384,Lead Generation,Facebook,Sidebar,Mobile,Android,Image,1200x628,Short,True,Trust,49,18-24,Male,Tech Enthusiasts,$100K-$200K,Medium,False,2025-09-27,3,Saturday,12,79,6,2.58,68053,718,6,1852.44,4222.69,73.82,38,1.52,Healthcare,Medium,1.055,2.58,0.836,308.74,2.28,2370.25,9,2025,27,1,0,5.873004172461751,0.03482895935580568,0.0272201487054398,0.008344923504867872,0.15071428571428572,0.9626666666666667,0.15834470241633988,0,Medium
CAMP_02385,Lead Generation,Facebook,Feed,Mobile,Android,Image,1920x1080,Medium,True,Urgency,84,18-24,Male,Tech Enthusiasts,>$200K,Low,True,2025-08-18,3,Monday,13,20,6,3.24,19125,309,4,1001.16,2295.59,71.15,118,3.43,E-commerce,Low,1.616,3.24,1.294,250.29,2.29,1294.43,8,2025,18,0,0,7.405129032258065,0.06767907560389,0.05234549827460002,0.012903225806451613,0.23085714285714287,6.745666666666667,0.18514860413259088,0,Medium
CAMP_02386,Conversions,Google Ads,Feed,Mobile,Android,Interactive,300x250,Medium,True,Fear,64,25-34,Male,Business Professionals,$50K-$100K,Medium,False,2024-08-24,3,Saturday,20,13,7,3.66,8945,325,5,1189.5,1039.05,68.4,95,1.0,E-commerce,Medium,3.633,3.66,1.538,237.9,0.87,-150.45,8,2024,24,1,1,3.1872699386503065,-0.01681757209926224,0.1329644533869886,0.015337423312883436,0.454125,1.5833333333333333,0.2863109598623605,0,Low
CAMP_02387,Lead Generation,TikTok,Search,Tablet,Android,Story,1080x1080,Long,True,Joy,32,25-34,Female,Tech Enthusiasts,$100K-$200K,High,False,2024-10-13,4,Sunday,3,74,7,1.07,18689,1495,107,1599.65,48504.79,16.62,113,6.3,E-commerce,Low,7.999,1.07,7.157,14.95,30.32,46905.14,10,2024,13,1,0,32.42298796791444,2.5096383092562866,0.08558855002675228,0.07152406417112299,0.999875,11.865,0.5316234382721982,1,High
CAMP_02388,Conversions,Facebook,Feed,Desktop,Windows,Interactive,1920x1080,Medium,False,Neutral,53,35-44,All,Students,<$50K,Medium,False,2024-10-18,4,Friday,0,28,5,2.99,20429,485,20,1450.15,5425.19,55.63,81,1.59,Healthcare,Low,2.374,2.99,4.124,72.51,3.74,3975.04,10,2024,18,0,0,11.162942386831276,0.1945687714145864,0.07098139990210475,0.0411522633744856,0.39566666666666667,2.1465,0.22626630798195402,1,Medium
CAMP_02389,Conversions,Instagram,In-Stream Video,Tablet,iOS,Video,300x250,Medium,True,Neutral,38,35-44,Female,Students,$50K-$100K,Medium,True,2024-03-08,1,Friday,8,42,6,2.64,384638,10193,327,26909.52,91994.3,31.56,144,2.2,E-commerce,High,2.65,2.64,3.208,82.29,3.42,65084.78,3,2024,8,0,1,9.024357465175594,0.16921003850363586,0.06996045642797533,0.03207769276044732,0.37857142857142856,5.28,0.24784620692971376,1,Medium
